data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7876559,48,BHR1753,1753,"30 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Northern,,,Karranah,26.2292,50.5094,1,"Al Wafa",Other,"On 30 July 2019, Shiite anti-regime rioters blocked a street in Karranah with burning tyres. They were denouncing the execution of two Shiite men and the death of a protester due to inhalation of tear gas. [size=no report]",0,1618859404,BHR
7998690,48,BHR1739,1739,"30 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Bilad al Qadim",26.2117,50.5619,1,"Revolution Bahrain","New media","On 30/7/2019, demonstrating to denounce the execution of two Shiite men and the use of tear gas that allegedly led to the death of a Shiite protester, rioters in Bilad al Qadeem clashed with security forces. [size=hundreds]",0,1621903736,BHR
8749383,48,BHR1742,1742,"30 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Maamir",26.1333,50.6086,1,"LuaLua TV",National,"On 30/7/2019, a Shiite crowd took to the streets in Maamir to denounce the execution of two Shiite men. Protesters also chanted slogans against the regime for using tear gas that they claim led to the death of a Shiite protester in Bilad al Qadeem on 27 July. [size=20-50]",0,1641867730,BHR
8749744,48,BHR1743,1743,"30 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Muharraq,,,Samahij,26.28,50.635,1,"LuaLua TV",National,"On 30/7/2019, a Shiite crowd took to the streets in Samahij to denounce the execution of two Shiite men. Protesters also chanted slogans against the regime for using tear gas that they claim led to the death of a Shiite protester in Bilad al Qadeem on 27 July. [size=50-100]",0,1641867732,BHR
8750008,48,BHR1741,1741,"30 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,Barbar,26.2294,50.4806,1,"LuaLua TV",National,"On 30/7/2019, a Shiite crowd took to the streets in Barbar to denounce the execution of two Shiite men. Protesters also chanted slogans against the regime for using tear gas that they claim led to the death of a Shiite protester in Bilad al Qadeem on 27 July. [size=50-100]",0,1641867732,BHR
8750052,48,BHR1744,1744,"30 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Capital,,,Sitrah,26.1547,50.6206,1,"LuaLua TV",National,"On 30/7/2019, a Shiite crowd took to the streets in Sitrah to denounce the execution of two Shiite men. Protesters also chanted slogans against the regime for using tear gas that they claim led to the death of a Shiite protester in Bilad al Qadeem on 27 July. [size=100-200]",0,1641867732,BHR
6052905,48,BHR1731,1731,"29 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,"Ash Shakhurah",26.2147,50.5069,1,"Abusaiba Media","New media","On 29/7/2019, demonstrating to denounce the execution of two Shiite men and the use of tear gas that allegedly led to the death of a Shiite protester, rioters in Shakhurah clashed with security forces. [size=100-200]",0,1571164539,BHR
6052931,48,BHR1730,1730,"29 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"Abusaiba Media","New media","On 29/7/2019, demonstrating to denounce the execution of two Shiite men and the use of tear gas that allegedly led to the death of a Shiite protester, rioters in Abu Saybi clashed with security forces. [size=100-200]",0,1571164539,BHR
6060010,48,BHR1728,1728,"29 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Capital,,,Karbabad,26.2303,50.5294,1,"Al Wafa","New media","On 29/7/2019, a Shiite crowd took to the streets in Karbabad to denounce the execution of two Shiite men. Protesters also chanted slogans against the regime for using tear gas that they claim led to the death of a Shiite protester in Bilad al Qadeem on 27 July. [size=50-100]",0,1571164547,BHR
6060104,48,BHR1729,1729,"29 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Maamir",26.1333,50.6086,1,"Al Wafa","New media","On 29/7/2019, a Shiite crowd took to the streets in Maamir to denounce the execution of two Shiite men. Protesters also chanted slogans against the regime for using tear gas that they claim led to the death of a Shiite protester in Bilad al Qadeem on 27 July. [size=20-50]",0,1618526524,BHR
6060125,48,BHR1727,1727,"29 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Kharijiyah",26.1636,50.6047,1,"Al Wafa","New media","On 29/7/2019, a Shiite crowd took to the streets in Kharijiyah to denounce the execution of two Shiite men. Protesters also chanted slogans against the regime for using tear gas that they claim led to the death of a Shiite protester in Bilad al Qadeem on 27 July. [size=50-100]",0,1571164548,BHR
6121593,48,BHR1724,1724,"29 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Bani Jamrah",26.2097,50.4597,1,"Revolution Bahrain","New media","On 29/7/2019, a Shiite crowd took to the streets in Bani Jamrah to denounce the execution of two Shiite men. Protesters also chanted slogans against the regime for using tear gas that they claim led to the death of a Shiite protester in Bilad al Qadeem on 27 July. [size=100-200]",0,1571164635,BHR
7876237,48,BHR1735,1735,"29 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Capital,,,"Nabih Saleh",26.183,50.585,1,"Al Wafa",Other,"On 29 July 2019, Shiite anti-regime rioters blocked a street in Nabih Saleh with burning tyres. They were denouncing the execution of two Shiite men and the death of a protester due to inhalation of tear gas. [size=no report]",0,1618859403,BHR
7876296,48,BHR1734,1734,"29 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Maamir",26.1333,50.6086,1,"Al Wafa",Other,"On 29 July 2019, Shiite anti-regime rioters blocked a street in Maamir with burning tyres. They were denouncing the execution of two Shiite men and the death of a protester due to inhalation of tear gas. [size=no report]",0,1618859403,BHR
7876306,48,BHR1737,1737,"29 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Capital,,,"Al Akr",26.1431,50.6103,1,"Al Wafa",Other,"On 29 July 2019, Shiite anti-regime rioters blocked a street in Akr with burning tyres. They were denouncing the execution of two Shiite men and the death of a protester due to inhalation of tear gas. [size=no report]",0,1618859403,BHR
7876336,48,BHR1738,1738,"29 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Northern,,,Buri,26.1514,50.4975,1,"Al Wafa",Other,"On 29 July 2019, Shiite anti-regime rioters blocked a street in Buri with burning tyres. They were denouncing the execution of two Shiite men and the death of a protester due to inhalation of tear gas. [size=no report]",0,1618859403,BHR
7876425,48,BHR1736,1736,"29 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Northern,,,Karzakkan,26.1156,50.4819,1,"Al Wafa",Other,"On 29 July 2019, Shiite anti-regime rioters blocked a street in Karzakkan with burning tyres. They were denouncing the execution of two Shiite men and the death of a protester due to inhalation of tear gas. [size=no report]",0,1618859403,BHR
7876513,48,BHR1733,1733,"29 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Southern,,,Nuwaidrat,26.1347,50.5975,1,"Al Wafa",Other,"On 29 July 2019, Shiite anti-regime rioters blocked a street in Nuwaidrat with burning tyres. They were denouncing the execution of two Shiite men and the death of a protester due to inhalation of tear gas. [size=no report]",0,1618859404,BHR
7998704,48,BHR1723,1723,"29 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Bilad al Qadim",26.2117,50.5619,1,"Revolution Bahrain","New media","On 29/7/2019, demonstrating to denounce the execution of two Shiite men and the use of tear gas that allegedly led to the death of a Shiite protester, rioters in Bilad al Qadeem clashed with security forces. [size=hundreds]",0,1621903736,BHR
8464801,48,BHR1732,1732,"29 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","February 14 Youth Coalition; Shiite Muslim Group (Bahrain)",5,,,0,50,"Middle East",Bahrain,Capital,,,"Jidd Hafs",26.2191,50.5366,1,"14 February Revolution Youth Coalition",Other,"On 29 July 2019, anti-regime rioters who are part of the agitation led by the February 14 Youth Coalition, blocked a street in Jidd Hafs with burning tyres. The February 14 Youth Coalition is currently denouncing the execution of two Shiite men and the death of a protester due to inhalation of tear gas. [size=no report]",0,1630985295,BHR
8749907,48,BHR1725,1725,"29 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Al Hamalah",26.1433,50.4594,1,"LuaLua TV",National,"On 29/7/2019, a Shiite crowd took to the streets in Hamalah to denounce the execution of two Shiite men. Protesters also chanted slogans against the regime for using tear gas that they claim led to the death of a Shiite protester in Bilad al Qadeem on 27 July. [size=50-100]",0,1641867732,BHR
8749922,48,BHR1726,1726,"29 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Al Malikiyah",26.098,50.4866,1,"LuaLua TV",National,"On 29/7/2019, a Shiite crowd took to the streets in Malikiyah to denounce the execution of two Shiite men. Protesters also chanted slogans against the regime for using tear gas that they claim led to the death of a Shiite protester in Bilad al Qadeem on 27 July. [size=50-100]",0,1641867732,BHR
6052901,48,BHR1722,1722,"28 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,"Ash Shakhurah",26.2147,50.5069,1,"Abusaiba Media","New media","On 28/7/2019, demonstrating to denounce the execution of two Shiite men and the use of tear gas that allegedly led to the death of a Shiite protester, rioters in Shakhurah clashed with security forces. [size=100-200]",0,1571164539,BHR
6052925,48,BHR1721,1721,"28 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"Abusaiba Media","New media","On 28/7/2019, demonstrating to denounce the execution of two Shiite men and the use of tear gas that allegedly led to the death of a Shiite protester, rioters in Abu Saybi clashed with security forces. [size=100-200]",0,1571164539,BHR
6121656,48,BHR1719,1719,"28 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Capital,,,Tubli,26.1869,50.5494,1,"Revolution Bahrain","New media","On 28/7/2019, a Shiite crowd took to the streets in Tubli to denounce the execution of two Shiite men. Protesters also chanted slogans against the regime for using tear gas that they claim led to the death of a Shiite protester in Bilad al Qadeem on 27 July. [size=100-200]",0,1571164635,BHR
7998687,48,BHR1720,1720,"28 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Capital,,,"Bilad al Qadim",26.2117,50.5619,1,"Revolution Bahrain","New media","On 28/7/2019, demonstrating to denounce the execution of two Shiite men and the use of tear gas that allegedly led to the death of a Shiite protester, rioters in Bilad al Qadeem clashed with security forces. [size=hundreds]",0,1621903736,BHR
6052919,48,BHR1675,1675,"27 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,"Abu Saybi",26.2175,50.5069,1,"Abusaiba Media","New media","On 27/7/2019, demonstrating to denounce the execution of two Shiite men, Shiite rioters in Abu Saybi blocked a street with burning trash containers and threw Molotov cocktails at security forces. [size=100-200]",0,1571164539,BHR
6052927,48,BHR1676,1676,"27 July 2019",2019,1,Riots,"Violent demonstration","Rioters (Bahrain)","Shiite Muslim Group (Bahrain)",5,"Police Forces of Bahrain (1999-)",,1,15,"Middle East",Bahrain,Northern,,,"Ash Shakhurah",26.2147,50.5069,1,"Abusaiba Media","New media","On 27/7/2019, demonstrating to denounce the execution of two Shiite men, Shiite rioters in Shakhurah blocked a street with burning trash containers and threw Molotov cocktails at security forces. [size=100-200]",0,1571164539,BHR
6060051,48,BHR1707,1707,"27 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Capital,,,"Al Maamir",26.1333,50.6086,1,"Al Wafa","New media","On 27/7/2019, a Shiite crowd took to the streets in Maamir to denounce the execution of two Shiite men, Ali al-Arab and Ahmad al-Malali, who were executed for killing a police officer in 2017. The men were allegedly tortured to confess, were prevented from attending their trial. [size=50-100]",0,1618526524,BHR
6060057,48,BHR1714,1714,"27 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Capital,,,"Southern Sehla",26.2019,50.5368,1,"Al Wafa","New media","On 27/7/2019, a Shiite crowd took to the streets in Southern Sehla to denounce the execution of two Shiite men, Ali al-Arab and Ahmad al-Malali, who were executed for killing a police officer in 2017. The men were allegedly tortured to confess, were prevented from attending their trial. [size=50-100]",0,1571164548,BHR
6060061,48,BHR1715,1715,"27 July 2019",2019,1,Protests,"Protest with intervention","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,"Police Forces of Bahrain (1999-)",,1,16,"Middle East",Bahrain,Capital,,,Wadiyan,26.1592,50.6111,1,"Al Wafa","New media","On 27/7/2019, a Shiite crowd took to the streets in Wadiyan to denounce the execution of two Shiite men, Ali al-Arab and Ahmad al-Malali, who were executed for killing a police officer in 2017. The men were allegedly tortured to confess, were prevented from attending their trial. Police used tear gas to disperse the protesters. [size=100-200]",0,1571164548,BHR
6060064,48,BHR1713,1713,"27 July 2019",2019,1,Protests,"Peaceful protest","Protesters (Bahrain)","Shiite Muslim Group (Bahrain)",6,,,0,60,"Middle East",Bahrain,Northern,,,"Bu Quwa",26.2047,50.52,1,"Al Wafa","New media","On 27/7/2019, a Shiite crowd took to the streets in Bu Quwa to denounce the execution of two Shiite men, Ali al-Arab and Ahmad al-Malali, who were executed for killing a police officer in 2017. The men were allegedly tortured to confess, were prevented from attending their trial. [size=50-100]",0,1571164548,BHR
